CpG_ID,T1A,T1B,T2A,T2B,T3A,T3B,T4A,T4B,T5A,T5B,T6A,T6B,T7A,T7B,T8A,T8B,T9A,T9B,T10A,T10B,T11A,T11B,T12A,T12B,T13A,T13B,T14A,T14B,T15A,T15B,T16A,T16B,T17A,T17B,T18A,T18B,T19A,T19B,T20A,T20B,T21A,T21B,T22A,T22B,T23A,T23B,T24A,T24B,T25A,T25B,T26A,T26B,T27A,T27B,T28A,T28B,T29A,T29B,T30A,T30B,T31A,T31B,T32A,T32B,T33A,T33B,T34A,T34B,T35A,T35B,T36A,T36B,T37A,T37B,T38A,T38B,T39A,T39B,T40A,T40B,T41A,T41B,T42A,T42B,T43A,T43B,T44A,T44B,T45A,T45B,T46A,T46B,T47A,T47B,T48A,T48B
cg00000029,0.252075099612864,0.335168367144872,0.299325730269367,0.281138487255329,0.250644302409327,0.26560031740667,0.232433163745284,0.318485985407517,0.313243094685595,0.265096017069701,0.302855791281455,0.373243172184117,0.232690625087334,0.204295780427468,0.242139724771436,0.269148292073416,0.270320513925378,0.219156931731968,0.312401917629947,0.238100748283576,0.156074135536821,0.183379039532066,0.206220681523881,0.260014495701423,0.225892546799742,0.209675616571498,0.221194201965754,0.268045489079968,0.235123463507728,0.283619127368077,0.27222171470333,0.319214184615047,0.241929526212811,0.238637637024,0.285234461618731,0.293143423634855,0.269789792457999,0.22921485239623,0.324524668749327,0.265001072513181,0.195216260983074,0.237379641445284,0.2252197679022,0.304122876587758,0.251237645722803,0.235274735585683,0.30259048272591,0.302544902297146,0.198112301006844,0.184310993253187,0.212632233260046,0.217133407628429,0.195102040816326,0.253070740667462,0.26189314294902,0.220574196765691,0.255687930562145,0.27208927647624,0.256851943775198,0.268072868062679,0.210191895121559,0.209746336734567,0.248466817135171,0.333941535675961,0.231479870090079,0.217577926102393,0.243430197765537,0.204663745012475,0.204789646197264,0.158727573471866,0.224625461132845,0.282601964080333,0.257828827685408,0.188929300329688,0.248105563975271,0.220578546518267,0.275412356596341,0.230267543986782,0.239938854299168,0.209511230986707,0.242413398936435,0.261617771313062,0.249014596757878,0.227722097844301,0.236030395597183,0.208268441739876,0.195442008013539,0.213092906875544,0.268422583749189,0.225150814240615,0.245250019874394,0.267315258462857,0.217562983012652,0.262371784323405,0.222916640904201,0.216901581174137
cg00000103,0.762228683973195,0.826073588193092,0.769346901326216,0.735999582553036,0.777205362309522,0.779486188302954,0.77372734439474,0.727909799006932,0.64321389916118,0.681102219271722,0.781764156329475,0.789786800966842,0.741982431966931,0.707876606348844,0.769979520939218,0.784421527527924,0.787253069834217,0.811657637420719,0.774544373686868,0.739942503917383,0.76603432208701,0.758271111846038,0.732386392675035,0.798105711470616,0.754432823674049,0.789251927188947,0.718106488011284,0.762174240231548,0.746960521112984,0.730761479228064,0.733058010309969,0.723733957717736,0.810573082692286,0.719541187159297,0.781225452562947,0.730459193275202,0.766824802225268,0.804874216924255,0.742706659686242,0.78133495202786,0.741170444740097,0.729865822977815,0.720101897789032,0.780725574377559,0.728838293098173,0.771222963817935,0.775008128319064,0.770150110375276,0.703008819113751,0.76838064310833,0.72766324076456,0.780573997500414,0.729601192995184,0.738497694593716,0.760350147090479,0.70022449663255,0.700885529063125,0.757161211408632,0.74251294580433,0.697962094407417,0.730816961985619,0.818200405245651,0.535143474852581,0.599035405488534,0.730218258331198,0.78173614048789,0.777173441816976,0.766843357617589,0.738978261271078,0.733611165185471,0.721413236168561,0.78633875587765,0.725530492431978,0.739444322905272,0.756199389167531,0.753989653582281,0.759628644496911,0.724398039735226,0.747742448880739,0.787199820285297,0.734544534268646,0.741742318190543,0.767472489543074,0.708748412651113,0.730305256252627,0.756881631854105,0.679520181755651,0.644675197987396,0.770677123182862,0.741807098650362,0.751526162080855,0.70993925783628,0.746399957552926,0.742698234072022,0.731301485188004,0.733602505322891
cg00000109,0.826545131015478,0.776938721133772,0.793610222531898,0.834408020321354,0.813618076277855,0.806823685419202,0.812938334923664,0.859142604400169,0.822572739526461,0.835619756049777,0.774581924341979,0.75485438547467,0.792500033041997,0.776921131593157,0.778960485173472,0.771119894772326,0.812019113053414,0.768956968956969,0.805617079497965,0.834815670654201,0.779901029938091,0.805320429063528,0.876060149198936,0.810207908057157,0.746174761214728,0.802957521301544,0.807743450433289,0.82989941442646,0.782548921726853,0.777313477044041,0.807637351128135,0.846417470026214,0.777092428394303,0.840059631980993,0.821683430111144,0.85445066205482,0.850524481843747,0.835166114993257,0.764680064181435,0.740745728510018,0.780393603482303,0.820621435260066,0.82487955242837,0.785717650753769,0.831006657982342,0.763248323372417,0.871232059288836,0.812296305867827,0.826794322442421,0.825666719267792,0.824685494528641,0.814286826562656,0.796145767481698,0.812615366054732,0.843940424669629,0.818095262322069,0.877521360920573,0.823124245534533,0.740381500494678,0.775105877959561,0.803245781619484,0.803396922523171,0.788991650712827,0.670734413766417,0.793665587363313,0.808329241619426,0.815530699519016,0.777999799867412,0.817620043847708,0.786926028572714,0.815248821095096,0.783025341078661,0.77560782593025,0.786447760776134,0.801599050159639,0.792176927605329,0.822554987262014,0.775139192993431,0.781075455647862,0.764294166158701,0.78872733673649,0.771620848160801,0.785056077764066,0.770152809005921,0.814516523468706,0.786056854637357,0.778719604773555,0.743582449390337,0.747618061729448,0.813848484848485,0.804309763029571,0.817407932127327,0.817852967687845,0.801129390564074,0.793828619758538,0.79700198019802
cg00000155,0.870561964280217,0.876305989998936,0.871844110303401,0.891137029191598,0.874161308540016,0.876116401198151,0.885074023250758,0.857617247486935,0.56124162556787,0.52207623320709,0.870832125426645,0.864052463788128,0.84146944787832,0.898202285626837,0.865896861287422,0.900187818034899,0.88915083200023,0.874213879879465,0.890830177173115,0.865868650209718,0.864622487713226,0.859514563213817,0.88858367547358,0.860288623177606,0.859628992561745,0.856113103958596,0.885974466487538,0.872107158185281,0.847184598824954,0.875843643574812,0.874925410156387,0.861393299456837,0.854050476002537,0.857791534706555,0.835896429519665,0.871867037731968,0.836812966947539,0.852970996652043,0.858742633438205,0.836324282786885,0.86827584661243,0.88672768635681,0.875449675018392,0.885995177362656,0.867853843339803,0.881011261820809,0.861432260270275,0.873097122568237,0.864442963931349,0.82921944434447,0.869749570215277,0.839040880264183,0.855874310401491,0.846512586207377,0.873398089093867,0.803670391003496,0.832225638191302,0.777830364288869,0.817689279557768,0.763306794237693,0.879899441569813,0.787352982515117,0.822510200674739,0.871495626136624,0.868744506575932,0.858104313270185,0.892561046263569,0.88134129909069,0.843734027103554,0.873559012294822,0.893993729333511,0.865385902291243,0.865542139703476,0.870747965404514,0.848302868838195,0.857935627081021,0.861881036533116,0.848903620096975,0.838843743490885,0.874234946183255,0.886566051642846,0.851042823645563,0.885415358005791,0.824880161209888,0.877612817014211,0.896992439410622,0.854299862644796,0.828474115332065,0.810015769498395,0.887227771062621,0.813601385491617,0.855160390328422,0.853680291476696,0.849485166248892,0.865084465135056,0.858303515150353
cg00000158,0.895843339423472,0.891758120689712,0.901193521726322,0.89659067216607,0.880045310916354,0.882318793923038,0.919042727312942,0.885452846517784,0.866383138359772,0.909616279288655,0.880807855039389,0.892877153533037,0.893884413980112,0.901505692437971,0.898003040550141,0.889662620264824,0.909336770712964,0.887504602498942,0.882806688395687,0.896544578064625,0.891936323631151,0.885412680906615,0.895233696122867,0.879793478823945,0.862118484839792,0.879733124105376,0.874390731810145,0.862697434647382,0.896111368301602,0.910018251084166,0.894346892671806,0.846783320659959,0.8735358089064,0.876804090427529,0.879011897132611,0.881481481481482,0.900747816874986,0.889783369036736,0.879643098916677,0.872009184143748,0.891536709670808,0.914183063173137,0.909780065512401,0.874403525148805,0.874284163620974,0.91150156521999,0.906925417455987,0.89212898105448,0.918204533606572,0.875003304524926,0.881291258405033,0.893641076047804,0.890671501983114,0.831325528100838,0.882743737554952,0.90672824843044,0.880338740221146,0.903320073678776,0.888619314032578,0.832249444031681,0.827404085315769,0.914856045306441,0.873364634083421,0.870985586734264,0.894063133447468,0.87245939872485,0.892395243657711,0.904286460355933,0.861269392288621,0.86247537166398,0.901708683799522,0.872203492017111,0.898302079963125,0.873741681305482,0.882892263104971,0.856887159910554,0.871772734925041,0.824930171454149,0.844042843056821,0.885283050092053,0.885033404141465,0.869394317351567,0.863587959676274,0.891005670317468,0.89830521591085,0.897757127170686,0.862246569868934,0.820679230197448,0.865723744169211,0.853948486354403,0.857567595968457,0.852614738036934,0.869915328703975,0.833416175367381,0.886495102707797,0.83874860078643
cg00000165,0.179508523250905,0.186804873474655,0.185485777577703,0.167891480618293,0.181671773116506,0.199257119538849,0.200402527468714,0.181289273797188,0.179273191653759,0.180465215878369,0.170238277270023,0.129685844232905,0.155237684326265,0.180798383166997,0.166683161909692,0.170944576804623,0.153048359453028,0.192655771314862,0.190150374599512,0.21027879630589,0.176078305162372,0.192668445888451,0.180108820496483,0.173147070103238,0.18251440238663,0.196216094336018,0.159146660193072,0.193109625624098,0.181979373645756,0.155614440542159,0.203706119858244,0.168804467140744,0.171279329225231,0.139437114506367,0.174087931263956,0.183868117031039,0.167199111238793,0.18015802900155,0.171901913964027,0.208092825145039,0.200159680638723,0.189888536348929,0.158621877175776,0.152159869611666,0.190142132770675,0.187000052974519,0.161994012326153,0.174857240158845,0.153477929339998,0.181329841646549,0.196061701666258,0.218830218299849,0.181193221132496,0.193313618865924,0.226949810456298,0.189670853942244,0.201867756683639,0.171981391583606,0.267607030417214,0.205374983898829,0.212359565395329,0.20289531928077,0.214751617559391,0.424732733039635,0.187913919744724,0.154387369866148,0.152139165161105,0.184224185992861,0.152221449788283,0.197225951229574,0.174226446405672,0.182732311042121,0.181005700427741,0.158288124530659,0.159216489513725,0.193215011194638,0.16399649740509,0.177903959065727,0.146809049358964,0.15328563583838,0.173248852098463,0.185208209619952,0.169665323061602,0.165453425515505,0.176834005115957,0.167952016757859,0.202240463062299,0.172175718917544,0.206994424733908,0.175097916774767,0.185297548761577,0.176470813075253,0.1821453062403,0.144181853547596,0.148379210964718,0.200860798686886
cg00000221,0.71951778167577,0.743356208324423,0.67138820600477,0.724164609114432,0.714082058113684,0.705703618457285,0.754755866094489,0.727487022800447,0.655344810494663,0.687703411254903,0.737795630302575,0.696061963597918,0.715273451872252,0.724642702468601,0.714722090475868,0.693420775943644,0.684284828745158,0.695237134144226,0.66636925427024,0.658337756881778,0.751587505623755,0.731684061141827,0.73102563830802,0.690499047858863,0.725393397099661,0.733309339571711,0.724827882265983,0.672195908631987,0.748247936458496,0.720389658226162,0.687414065849584,0.749774537042654,0.742743267949148,0.735674490514715,0.695637973830593,0.703700714585961,0.69790689349837,0.703306102470884,0.743206277977244,0.620857375910093,0.693596132103732,0.71258583258296,0.74357736871108,0.683805740025244,0.693251885834807,0.696275237092487,0.689714298356884,0.741965075516823,0.756048648267516,0.747204723191476,0.694309855159363,0.715979678071719,0.712255077987506,0.75313805919849,0.775913453640908,0.728579545989659,0.502474349926714,0.553632674279166,0.692364893728722,0.576888768128944,0.460926554065993,0.341492191027344,0.45467186741877,0.562272007882917,0.702004731895257,0.740620503794159,0.694923107145902,0.754110259080438,0.723334810663822,0.732320110970338,0.75869720396509,0.696372984934818,0.659963701740783,0.710201518524862,0.719890408410806,0.693218323240332,0.756920746200015,0.670959550796571,0.654867912803384,0.706489675516224,0.681983467341223,0.651352767769407,0.679735628630036,0.735926448302774,0.705176990429869,0.694787990803433,0.699728229232156,0.692340664474897,0.652511459695261,0.667833659271898,0.626886421661935,0.662481741770524,0.685847654638224,0.574867886588821,0.706113416138416,0.692161007767243
cg00000236,0.757879322084488,0.730583248244067,0.730656651971986,0.787185972011465,0.744643918781109,0.771629312367989,0.873181524020982,0.74962119042536,0.709887958941191,0.748035911507851,0.727033611270522,0.642778948559467,0.767630895518673,0.782154014482947,0.71947756353916,0.732657761106433,0.770084192527418,0.753818693295386,0.744506804906959,0.788484652257346,0.814908268555348,0.719370216184739,0.780264141268118,0.811980929195887,0.76966738777377,0.759977797992568,0.768775058857102,0.717593374788979,0.787088051377387,0.668738469903616,0.740079449831276,0.670853323270983,0.807080651268459,0.779310787538571,0.780378347932013,0.783631630442787,0.752349121820732,0.78476715256143,0.692417826174632,0.74700620702627,0.761580642627072,0.760195544747733,0.794940556910033,0.69966828593438,0.722621332602139,0.751071813919736,0.674931362509832,0.69462599954432,0.749327894939796,0.753397726831917,0.826567004352916,0.759758164547777,0.751685293533404,0.748555663446197,0.791501571252903,0.72364134946215,0.788590181194016,0.808067905277966,0.815664117608507,0.820157203761888,0.777288960547176,0.738716538984336,0.803664132876425,0.750982189404962,0.767708444665719,0.76838024221056,0.753853347360687,0.817947372253792,0.756287358808106,0.791236530942056,0.771787747678008,0.723083478553844,0.760315076372468,0.790064946723507,0.734730187102273,0.782704622933061,0.701127964468281,0.740359897172236,0.756440352050065,0.765856763259516,0.682522093725913,0.781348059427801,0.746781994247983,0.7685136039508,0.769293895463377,0.709679607479594,0.779425948804647,0.734654694813258,0.73695615013509,0.780018859179466,0.790144417277914,0.760211072789605,0.792565108307714,0.76828391250532,0.683729545769811,0.763766356600016
cg00000289,0.708881265485039,0.700345505930354,0.745139900079192,0.747475788172265,0.727058832756234,0.737976664769493,0.721061045834821,0.659329519947868,0.659402744148507,0.710813319665821,0.726081024971825,0.775097568693634,0.718752946234288,0.750476376173215,0.762353393578158,0.645603924927965,0.750813138485501,0.733823329362249,0.732735972019629,0.687182965564271,0.729117467561759,0.712455003599712,0.713186336860206,0.753422994019248,0.707418125090747,0.705165454136935,0.709673481122081,0.695447079139115,0.729232835931725,0.687257486094445,0.691251474260109,0.593337789661319,0.736042906916134,0.651891184469725,0.703855080348028,0.672063120562284,0.709657774788911,0.702468410226271,0.705663393534723,0.598283651918193,0.705738591977295,0.755914061578628,0.731441259622231,0.700026534402874,0.686505775881098,0.707133410704164,0.745978021817704,0.744481188078964,0.782304769258905,0.669361621198994,0.666733970388951,0.718323306212135,0.711138319709028,0.641169591652678,0.698876300455697,0.684669590104138,0.59471531466188,0.659877537598288,0.504802033638611,0.582503422023807,0.675830337779626,0.567557907993941,0.369833280317348,0.531106627203107,0.659875858242597,0.68937898178272,0.694975532428148,0.759265255292652,0.663773419661568,0.738123845033727,0.692221596533138,0.70835526546654,0.688072355892663,0.756468832865614,0.648180235666818,0.690903906472769,0.690765810889455,0.657997578946365,0.673269096542449,0.646668747732622,0.676401659343885,0.68548082015586,0.680028175920485,0.695912233625408,0.717317400566109,0.662469257255288,0.74882125364487,0.62862446109135,0.670214915321383,0.690012591807571,0.653441188754314,0.69389704678203,0.691429336634058,0.650598970927513,0.742118180101945,0.662891493531615
cg00000292,0.621752270953838,0.605437101942186,0.672527474758961,0.632623036585514,0.580187507665553,0.637189075940737,0.598976373785164,0.645947505431069,0.590652778021284,0.631487259542957,0.625703080494151,0.677442815984507,0.648541206113766,0.614510179968666,0.697873091436865,0.669902865329094,0.626727492999069,0.636582284290155,0.65491682831048,0.644786877294675,0.627489869602782,0.631200301189718,0.604453934743937,0.563693547532612,0.645248782040544,0.649234178492487,0.627353935123044,0.606228569356004,0.574909944867965,0.61376071819938,0.630114699631733,0.633540264055259,0.63080480103178,0.599060666057017,0.560621898272725,0.571725736123864,0.643556336984759,0.64417845770116,0.677026023724775,0.614753711660565,0.697187155421134,0.689532627618225,0.673032005375357,0.707952504441022,0.680264773949192,0.669291296866126,0.662744855380294,0.597754114924684,0.626524232816653,0.637549094767059,0.597542612256419,0.594961681277285,0.59627973105062,0.616653960394171,0.565628081380868,0.590049625704433,0.573273293159393,0.545514339895665,0.710013658862526,0.620226340036225,0.558444654906544,0.576745544080114,0.601987531790291,0.642765879300935,0.628153096103438,0.652683506487888,0.664254978349102,0.633395414743942,0.606443818822586,0.606211040240656,0.653983276954696,0.685916974091071,0.63805824414787,0.593566670150067,0.589784523655545,0.577512194839931,0.673608634142056,0.616629320873849,0.611711532076333,0.614801105897365,0.654253335397433,0.639886236747201,0.617400817242086,0.59800535594487,0.611232242758545,0.618424171595839,0.575148315786346,0.57803735370699,0.639108697448827,0.633631984265318,0.576659171768919,0.593426540217703,0.592963298526795,0.588141870603516,0.598090786015474,0.611994429798167
